id,name,category,priority,maturity,phase,module,module_evidence,intelligence_layer,v4_action,id_policy
VIS-007,DATA PULSE,Visual,P1,REUSE_WITH_ADAPTER,Wave 1,visual/semantic-linter.js,prototype/js/earthus2/v02/visual/semantic-linter.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-008,DATA TRACK,Visual,P1,REUSE_WITH_ADAPTER,Wave 1,adapters/v8-compat.js,prototype/js/earthus2/v02/adapters/v8-compat.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-009,DATA BEACON,Visual,P0,REUSE_WITH_ADAPTER,Wave 1,visual/visual-manifest.js,prototype/js/earthus2/v02/visual/visual-manifest.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-010,Visual Material Grammar Engine,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,visual/material-grammar.js,prototype/js/earthus2/v03/visual/material-grammar.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-011,Color and Accessibility Semantics,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,visual/color-accessibility.js,prototype/js/earthus2/v03/visual/color-accessibility.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-012,Label and Annotation Budget Engine,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,visual/label-budget.js,prototype/js/earthus2/v03/visual/label-budget.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-013,Picking and Inspection Engine,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,visual/picking-inspection.js,prototype/js/earthus2/v03/visual/picking-inspection.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-014,Focus Transition and Camera Choreography,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,visual/camera-choreography.js,prototype/js/earthus2/v03/visual/camera-choreography.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
WX-001,Weather Detail Information Architecture,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/weather-detail-ia.js,prototype/js/earthus2/v04/weather/weather-detail-ia.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
WX-002,Weather Spatiotemporal Fusion,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/weather-spatiotemporal-fusion.js,prototype/js/earthus2/v04/weather/weather-spatiotemporal-fusion.js,FUSION_STATE_ORCHESTRATION,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-003,Observation Quality and Provenance,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/observation-quality-provenance.js,prototype/js/earthus2/v05/weather/observation-quality-provenance.js,EVIDENCE_TRUTH_DATA,REUSE/HARDEN_CONFIDENCE; NUMERIC_CONFIDENCE_REQUIRES_CALIBRATION,PRESERVE_EXISTING_ID
WX-004,Multi-Model Ensemble,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/ensemble.js,prototype/js/earthus2/v02/weather/ensemble.js,FUSION_STATE_ORCHESTRATION,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-005,Local Bias Correction,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/ensemble.js,prototype/js/earthus2/v02/weather/ensemble.js,DOMAIN_ENGINE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-006,Radar/Satellite Nowcast,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/nowcast.js,prototype/js/earthus2/v02/weather/nowcast.js,DOMAIN_ENGINE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-007,Weather Event Detector,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/weather-event-detector.js,prototype/js/earthus2/v04/weather/weather-event-detector.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-008,Moisture Source Attribution,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/moisture-attribution.js,prototype/js/earthus2/v02/weather/moisture-attribution.js,CAUSAL_IMPACT,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-009,SST Anomaly Support,Weather,P1,REUSE_WITH_ADAPTER,Wave 2,weather/moisture-attribution.js,prototype/js/earthus2/v02/weather/moisture-attribution.js,CAUSAL_IMPACT,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-010,Cyclone Remnant Interaction,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/cyclone-remnant-interaction.js,prototype/js/earthus2/v04/weather/cyclone-remnant-interaction.js,CAUSAL_IMPACT,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-011,Forecast Gap Scanner,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/forecast-gap.js,prototype/js/earthus2/v02/weather/forecast-gap.js,DOMAIN_ENGINE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-012,Evidence Graph,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/evidence-graph.js,prototype/js/earthus2/v02/weather/evidence-graph.js,EVENT_REASONING_INTELLIGENCE,REUSE_FOR_EVIDENCE_RELATION; CORRELATION/CAUSE_CANDIDATE_MUST_NOT_BE_PROMOTED_TO_PROVEN_CAUSE,PRESERVE_EXISTING_ID
WX-013,Weather Claim Gate,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/evidence-graph.js,prototype/js/earthus2/v02/weather/evidence-graph.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-014,Weather Narrative Composer,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/narrative.js,prototype/js/earthus2/v02/weather/narrative.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-015,Weather Action Intelligence,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/weather-action-intelligence.js,prototype/js/earthus2/v04/weather/weather-action-intelligence.js,CAUSAL_IMPACT,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-016,Precipitation State Engine,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/precipitation.js,prototype/js/earthus2/v02/weather/precipitation.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
WX-017,Precipitation Nowcast,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/nowcast.js,prototype/js/earthus2/v02/weather/nowcast.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
WX-018,Rain/Snow Phase Engine,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/precipitation.js,prototype/js/earthus2/v02/weather/precipitation.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
WX-019,Rain Curtain Renderer,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/precipitation.js,prototype/js/earthus2/v02/weather/precipitation.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
WX-020,Weather Ground Truth and ModelOps,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,weather/weather-modelops.js,prototype/js/earthus2/v04/weather/weather-modelops.js,FUSION_STATE_ORCHESTRATION,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
WX-021,Forecast Scenario Cluster Engine,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 3,weather/forecast-scenario-cluster.js,prototype/js/earthus2/v04/weather/forecast-scenario-cluster.js,FUSION_STATE_ORCHESTRATION,REUSE_FOR_SCENARIO_SANDBOX; COUNTERFACTUAL_CONTRACT_IS_OVERLAY_NOT_NEW_ENGINE_ID,PRESERVE_EXISTING_ID
WX-022,Forecast Reconciliation Engine,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 3,weather/forecast-reconciliation.js,prototype/js/earthus2/v04/weather/forecast-reconciliation.js,FUSION_STATE_ORCHESTRATION,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
ACT-001,Public Action Source Registry,Earth Pulse/Public Action,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,action/source-registry.js,prototype/js/earthus2/v06/action/source-registry.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
ACT-002,Public Action & Event Ingestion Engine,Earth Pulse/Public Action,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,action/ingestion.js,prototype/js/earthus2/v06/action/ingestion.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
ACT-003,Activity Normalization Engine,Earth Pulse/Public Action,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,action/normalization.js,prototype/js/earthus2/v06/action/normalization.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
ACT-004,Action Trust Verification Engine,Earth Pulse/Public Action,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,action/trust-verification.js,prototype/js/earthus2/v06/action/trust-verification.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
ACT-005,Action Status Resolver,Earth Pulse/Public Action,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,action/status-resolver.js,prototype/js/earthus2/v06/action/status-resolver.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
ACT-006,Location Precision Guard Engine,Earth Pulse/Public Action,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,action/location-precision.js,prototype/js/earthus2/v06/action/location-precision.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PUL-001,Earth Pulse Orchestrator,Earth Pulse,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,pulse/earth-pulse-orchestrator.js,prototype/js/earthus2/v06/pulse/earth-pulse-orchestrator.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PUL-002,Pulse Scene Budget Engine,Earth Pulse,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,pulse/pulse-scene-budget.js,prototype/js/earthus2/v06/pulse/pulse-scene-budget.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
NEWS-001,News Geospatial Event Linker,News/Earth Pulse,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,news/news-event-linker.js,prototype/js/earthus2/v06/news/news-event-linker.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
TRV-001,Tourism Discovery Engine,Tourism Intelligence,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,tourism/discovery.js,prototype/js/earthus2/v06/tourism/discovery.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
TRV-002,Travel Context Composer,Tourism Intelligence,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,tourism/travel-context.js,prototype/js/earthus2/v06/tourism/travel-context.js,CAUSAL_IMPACT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
ENV-001,Pollution Lens Orchestrator,Environment Intelligence,P0,IMPLEMENTED_FOUNDATION,Wave PULSE-1,environment/pollution-lens.js,prototype/js/earthus2/v06/environment/pollution-lens.js,CAUSAL_IMPACT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-001,Ingestion Run Ledger,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/ingestion-run-ledger.js,prototype/js/earthus2/v07/backend/ingestion-run-ledger.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-002,Raw Artifact Receipt & Immutable Store Adapter,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/raw-artifact-store.js,prototype/js/earthus2/v07/backend/raw-artifact-store.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-003,Schema Contract & Drift Detector,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/schema-drift.js,prototype/js/earthus2/v07/backend/schema-drift.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-004,Watermark & Revision Controller,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/watermark-revision.js,prototype/js/earthus2/v07/backend/watermark-revision.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-005,Idempotency & Deduplication Engine,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/idempotency-dedup.js,prototype/js/earthus2/v07/backend/idempotency-dedup.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-006,Provider Quota & Rate Budget Engine,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/provider-budget.js,prototype/js/earthus2/v07/backend/provider-budget.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-007,Conditional Fetch Coordinator,Backend/Data Plane,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,backend/conditional-fetch.js,prototype/js/earthus2/v07/backend/conditional-fetch.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-008,Durable Outbox & Dispatch Engine,Backend/Operations,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,backend/outbox-dispatch.js,prototype/js/earthus2/v07/backend/outbox-dispatch.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-009,Poison Record Quarantine Engine,Backend/Operations,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/quarantine.js,prototype/js/earthus2/v07/backend/quarantine.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-010,Backfill & Replay Planner,Backend/Operations,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,backend/backfill-replay.js,prototype/js/earthus2/v07/backend/backfill-replay.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-011,Canonical Event Store,Backend/Event Intelligence,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,backend/canonical-event-store.js,prototype/js/earthus2/v07/backend/canonical-event-store.js,EVIDENCE_TRUTH_DATA,REUSE_AS_CANONICAL_EVENT_AND_LINEAGE_STORE; ADD_REVISION/SCENARIO_LINKS_BY_ADAPTER,PRESERVE_EXISTING_ID
BCK-012,Event Lineage Graph Persistence,Backend/Event Intelligence,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,backend/event-lineage.js,prototype/js/earthus2/v07/backend/event-lineage.js,EVIDENCE_TRUTH_DATA,REUSE_AS_CANONICAL_EVENT_AND_LINEAGE_STORE; ADD_REVISION/SCENARIO_LINKS_BY_ADAPTER,PRESERVE_EXISTING_ID
BCK-013,Backend API Envelope & Typed Error Contract,Backend/API,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-2,backend/api-envelope.js,prototype/js/earthus2/v07/backend/api-envelope.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-014,Trace Correlation & Structured Log Engine,Backend/Operations,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/trace-correlation.js,prototype/js/earthus2/v07/backend/trace-correlation.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-015,Secret Vault Adapter Contract,Backend/Security,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/secret-vault-adapter.js,prototype/js/earthus2/v07/backend/secret-vault-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-016,Release Configuration Snapshot Engine,Backend/Release,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-2,backend/release-config-snapshot.js,prototype/js/earthus2/v07/backend/release-config-snapshot.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-017,Atomic Publish & Last-Good Promotion Engine,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,backend/atomic-publish.js,prototype/js/earthus2/v07/backend/atomic-publish.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
NEWS-002,News Source Registry,News/Backend,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,news/source-registry.js,prototype/js/earthus2/v07/news/source-registry.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
NEWS-003,News Ingestion & Clustering Engine,News/Backend,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,news/ingestion-cluster.js,prototype/js/earthus2/v07/news/ingestion-cluster.js,EVENT_PULSE_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-018,Canonical Provider Registry Compiler,Backend/Governance,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/provider-registry-compiler.js,prototype/js/earthus2/v08/backend/provider-registry-compiler.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-019,Versioned Schema Registry,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/versioned-schema-registry.js,prototype/js/earthus2/v08/backend/versioned-schema-registry.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-020,Distributed Job Lease & Fencing Engine,Backend/Operations,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/distributed-job-lease.js,prototype/js/earthus2/v08/backend/distributed-job-lease.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-021,Cross-Signal Snapshot Consistency Engine,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/snapshot-consistency.js,prototype/js/earthus2/v08/backend/snapshot-consistency.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
BCK-022,Geo-Temporal Query Planner,Backend/Query Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/geotemporal-query.js,prototype/js/earthus2/v08/backend/geotemporal-query.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-023,Request Coalescing SingleFlight Engine,Backend/Query Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/request-coalescing.js,prototype/js/earthus2/v08/backend/request-coalescing.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-024,Backend Cache Policy Resolver,Backend/Query Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/cache-policy.js,prototype/js/earthus2/v08/backend/cache-policy.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-025,Synthetic Runtime Probe Engine,Backend/Operations,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/synthetic-runtime-probe.js,prototype/js/earthus2/v08/backend/synthetic-runtime-probe.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-026,DB Migration Compatibility Gate,Backend/Release,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/migration-compatibility-gate.js,prototype/js/earthus2/v08/backend/migration-compatibility-gate.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-027,Backup & Restore Drill Verifier,Backend/Recovery,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/restore-drill-verifier.js,prototype/js/earthus2/v08/backend/restore-drill-verifier.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-028,Query Cost & Result Budget Guard,Backend/Query Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/query-budget-guard.js,prototype/js/earthus2/v08/backend/query-budget-guard.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-029,Materialized Read Model Builder,Backend/Query Plane,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/read-model-builder.js,prototype/js/earthus2/v08/backend/read-model-builder.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-001,KMA Unified Official Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,Wave PROVIDER-0,provider/kma-official-adapter.js,prototype/js/earthus2/v09/provider/kma-official-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-002,AirKorea Observation & Alert Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,Wave PROVIDER-0,provider/airkorea-adapter.js,prototype/js/earthus2/v09/provider/airkorea-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-003,Seoul Population Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,Wave PROVIDER-0,provider/seoul-population-adapter.js,prototype/js/earthus2/v09/provider/seoul-population-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
